timestamp,engine,event,side,status,reason
2024-04-28 08:00:00+00:00,boundary,entry,-1,blocked,position_overlap
2024-04-28 15:00:00+00:00,boundary,entry,-1,blocked,position_overlap
2024-04-28 18:00:00+00:00,boundary,exit,1,closed,time_stop_early
2024-04-28 22:00:00+00:00,boundary,entry,-1,accepted,
2024-04-29 09:00:00+00:00,boundary,entry,1,blocked,position_overlap
2024-04-29 18:00:00+00:00,boundary,entry,-1,blocked,position_overlap
2024-04-29 22:00:00+00:00,boundary,exit,-1,closed,price_stop
2024-04-29 22:00:00+00:00,boundary,circuit,0,pause,loss_streak_trigger
2024-04-30 00:00:00+00:00,boundary,entry,1,blocked,circuit_pause
2024-04-30 07:00:00+00:00,boundary,entry,-1,blocked,circuit_pause
